img,niqe
./dis_6projections/00005_Sam006_Basics_006_jpeg_q_15.obj/5.png,11.42137602
./dis_6projections/00005_Sam006_Basics_006_jpeg_q_20.obj/0.png,10.60883383
./dis_6projections/00005_Sam006_Basics_006_jpeg_q_20.obj/1.png,9.29450422
./dis_6projections/00005_Sam006_Basics_006_jpeg_q_20.obj/2.png,9.027591359
./dis_6projections/00005_Sam006_Basics_006_jpeg_q_20.obj/3.png,6.602726162
./dis_6projections/00005_Sam006_Basics_006_jpeg_q_20.obj/4.png,7.164892403
./dis_6projections/00005_Sam006_Basics_006_jpeg_q_20.obj/5.png,9.4174875
./dis_6projections/00005_Sam006_Basics_006_qp_level_6.obj/0.png,5.981809456
./dis_6projections/00005_Sam006_Basics_006_qp_level_6.obj/1.png,5.083402639
./dis_6projections/00005_Sam006_Basics_006_qp_level_6.obj/2.png,5.480782335
./dis_6projections/00005_Sam006_Basics_006_qp_level_6.obj/3.png,5.124583694
./dis_6projections/00005_Sam006_Basics_006_qp_level_6.obj/4.png,6.198672564
./dis_6projections/00005_Sam006_Basics_006_qp_level_6.obj/5.png,6.560907597
./dis_6projections/00005_Sam006_Basics_006_qp_level_7.obj/0.png,8.006021722
./dis_6projections/00005_Sam006_Basics_006_qp_level_7.obj/1.png,6.184025063
./dis_6projections/00005_Sam006_Basics_006_qp_level_7.obj/2.png,6.229330273
./dis_6projections/00005_Sam006_Basics_006_qp_level_7.obj/3.png,5.811168584
./dis_6projections/00005_Sam006_Basics_006_qp_level_7.obj/4.png,4.959769396
./dis_6projections/00005_Sam006_Basics_006_qp_level_7.obj/5.png,7.276462574
./dis_6projections/00005_Sam006_Basics_006_qp_level_8.obj/0.png,11.80683174
./dis_6projections/00005_Sam006_Basics_006_qp_level_8.obj/1.png,6.41547303
./dis_6projections/00005_Sam006_Basics_006_qp_level_8.obj/2.png,5.996984505
./dis_6projections/00005_Sam006_Basics_006_qp_level_8.obj/3.png,6.196101976
./dis_6projections/00005_Sam006_Basics_006_qp_level_8.obj/4.png,5.31858971
./dis_6projections/00005_Sam006_Basics_006_qp_level_8.obj/5.png,7.79070445
./dis_6projections/00005_Sam006_Basics_006_qp_level_9.obj/0.png,12.08604217
./dis_6projections/00005_Sam006_Basics_006_qp_level_9.obj/1.png,6.415679217
./dis_6projections/00005_Sam006_Basics_006_qp_level_9.obj/2.png,5.8924986
./dis_6projections/00005_Sam006_Basics_006_qp_level_9.obj/3.png,5.840588296
./dis_6projections/00005_Sam006_Basics_006_qp_level_9.obj/4.png,4.909076306
./dis_6projections/00005_Sam006_Basics_006_qp_level_9.obj/5.png,7.269431169
./dis_6projections/00005_Sam006_Basics_006_qt_level_6.obj/0.png,11.60748228
./dis_6projections/00005_Sam006_Basics_006_qt_level_6.obj/1.png,7.376501018
./dis_6projections/00005_Sam006_Basics_006_qt_level_6.obj/2.png,7.427051495
./dis_6projections/00005_Sam006_Basics_006_qt_level_6.obj/3.png,7.716169181
./dis_6projections/00005_Sam006_Basics_006_qt_level_6.obj/4.png,9.734474855
./dis_6projections/00005_Sam006_Basics_006_qt_level_6.obj/5.png,9.767228323
./dis_6projections/00005_Sam006_Basics_006_qt_level_7.obj/0.png,12.06514534
./dis_6projections/00005_Sam006_Basics_006_qt_level_7.obj/1.png,7.09834273
./dis_6projections/00005_Sam006_Basics_006_qt_level_7.obj/2.png,6.536125985
./dis_6projections/00005_Sam006_Basics_006_qt_level_7.obj/3.png,7.025261897
./dis_6projections/00005_Sam006_Basics_006_qt_level_7.obj/4.png,6.025288909
./dis_6projections/00005_Sam006_Basics_006_qt_level_7.obj/5.png,7.334291922
./dis_6projections/00005_Sam006_Basics_006_qt_level_8.obj/0.png,11.80293697
./dis_6projections/00005_Sam006_Basics_006_qt_level_8.obj/1.png,6.629564254
./dis_6projections/00005_Sam006_Basics_006_qt_level_8.obj/2.png,6.633660185
./dis_6projections/00005_Sam006_Basics_006_qt_level_8.obj/3.png,6.353768149
./dis_6projections/00005_Sam006_Basics_006_qt_level_8.obj/4.png,5.229941749
./dis_6projections/00005_Sam006_Basics_006_qt_level_8.obj/5.png,7.562547667
./dis_6projections/00005_Sam006_Basics_006_qt_level_9.obj/0.png,12.05183996
./dis_6projections/00005_Sam006_Basics_006_qt_level_9.obj/1.png,6.468387811
./dis_6projections/00005_Sam006_Basics_006_qt_level_9.obj/2.png,6.144766902
./dis_6projections/00005_Sam006_Basics_006_qt_level_9.obj/3.png,5.993549063
./dis_6projections/00005_Sam006_Basics_006_qt_level_9.obj/4.png,5.246099174
./dis_6projections/00005_Sam006_Basics_006_qt_level_9.obj/5.png,7.537441563
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.05.obj/0.png,8.227345733
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.05.obj/1.png,6.446782115
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.05.obj/2.png,6.527505583
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.05.obj/3.png,6.09325836
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.05.obj/4.png,5.114702241
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.05.obj/5.png,7.7075413
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.10.obj/0.png,12.28186334
./dis_6projections/00005_Sam006_Basics_006_simp_rate_0.10.obj/1.png,7.057424566
